horizon,row_set,model,test_date,is_weekend,n,ml_mae,strongest_baseline,strongest_mae,ml_better
240,core,g0,2026-09-17,False,1892,5.607633783548016,lag_24h,5.554811215797134,False
240,all,g0,2026-09-14,False,4681,6.790930572626726,lag_7d,7.355447297657679,True
240,all,g0,2026-09-15,False,3812,7.841113987724823,seasonal_naive,9.329697006069072,True
240,all,g0,2026-09-16,False,7913,8.237867398386879,seasonal_naive,8.718825345286081,True
240,all,g0,2026-09-17,False,1892,5.607633783548016,lag_24h,5.554811215797134,False
360,core,g0,2026-09-11,False,3698,5.329223395136755,lag_24h,4.617069525598374,False
360,core,g0,2026-09-13,True,6633,6.940253766967898,lag_24h,10.133471008530842,True
360,core,g0,2026-09-14,False,7201,7.131169383928536,lag_24h,14.940974646875356,True
360,core,g0,2026-09-15,False,2317,8.810673464885173,lag_24h,9.71391905528122,True
360,core,g0,2026-09-16,False,6433,8.920989211846836,lag_24h,9.821109745079118,True
360,core,g0,2026-09-17,False,1892,6.004064739601471,lag_24h,5.554811215797134,False
360,all,g0,2026-09-14,False,4681,7.52908159430063,lag_7d,7.355447297657679,False
360,all,g0,2026-09-15,False,2308,8.734910143815359,seasonal_naive,8.813176294448603,True
360,all,g0,2026-09-16,False,6329,8.934224746985304,seasonal_naive,8.8176556786116,False
360,all,g0,2026-09-17,False,1892,6.004064739601471,lag_24h,5.554811215797134,False
720,core,g0,2026-09-11,False,2795,5.744856939584876,lag_24h,3.647919330536123,False
720,core,g0,2026-09-13,True,1391,7.949257740168649,lag_24h,12.217394816802292,True
720,core,g0,2026-09-14,False,7201,10.366746894015185,lag_24h,14.940974646875356,True
720,core,g0,2026-09-16,False,2494,8.483147196415517,lag_24h,8.588742424063545,True
720,core,g0,2026-09-17,False,1892,6.209156890521996,lag_24h,5.554811215797134,False
720,all,g0,2026-09-14,False,4681,12.038977562338884,lag_7d,7.355447297657679,False
720,all,g0,2026-09-16,False,2408,8.559427776474454,seasonal_naive,7.985145623967227,False
720,all,g0,2026-09-17,False,1892,6.209156890521996,lag_24h,5.554811215797134,False
1440,core,g0,2026-09-14,False,2569,10.782362719103816,persistence,22.2564592359505,True
1440,all,g0,2026-09-14,False,2569,10.782362719103816,lag_7d,7.774278413251751,False
15,core,l0,2026-09-11,False,10066,1.8781935292481449,persistence,2.0015585843074692,True
15,core,l0,2026-09-12,True,8140,1.908617086715423,persistence,1.956379550617088,True
15,core,l0,2026-09-13,True,11563,1.5693973992837462,persistence,1.6536721142515305,True
15,core,l0,2026-09-14,False,9103,1.6428292370455344,persistence,1.8620213288512693,True
15,core,l0,2026-09-15,False,7489,3.249189678292043,persistence,3.3196922151747468,True
15,core,l0,2026-09-16,False,11704,2.770027763670766,persistence,2.9232151385049896,True
15,core,l0,2026-09-17,False,8295,2.1450184985229828,persistence,2.3338720280888885,True
15,all,l0,2026-09-14,False,6583,2.115208962670032,persistence,2.4319914850321616,True
15,all,l0,2026-09-15,False,7405,3.2392804019957246,persistence,3.306254684201381,True
15,all,l0,2026-09-16,False,11514,2.793305091903444,persistence,2.9482533679194964,True
15,all,l0,2026-09-17,False,8292,2.1457945544196986,persistence,2.334716410154044,True
30,core,l0,2026-09-11,False,9455,2.6776154367380745,persistence,3.019686932713406,True
30,core,l0,2026-09-12,True,7170,2.8628385879037013,persistence,3.193689642543687,True
30,core,l0,2026-09-13,True,11425,2.4623831972548755,persistence,2.708601387197445,True
30,core,l0,2026-09-14,False,8956,2.359058525841488,persistence,3.0718346289630656,True
30,core,l0,2026-09-15,False,6862,4.463460743200459,persistence,4.93950674606517,True
30,core,l0,2026-09-16,False,11377,3.9100812405852636,persistence,4.49068391987028,True
30,core,l0,2026-09-17,False,7460,2.9243412370984743,persistence,3.5293334504216043,True
30,all,l0,2026-09-14,False,6436,2.990251160360478,persistence,4.032782205262126,True
30,all,l0,2026-09-15,False,6781,4.452795826267926,persistence,4.91609756255603,True
30,all,l0,2026-09-16,False,11187,3.9108548453596845,persistence,4.50995331198399,True
30,all,l0,2026-09-17,False,7460,2.9243412370984743,persistence,3.5293334504216043,True
60,core,l0,2026-09-11,False,8760,3.6764540856844703,persistence,4.6566208206608835,True
60,core,l0,2026-09-12,True,5326,4.339572068727714,persistence,5.327612595639355,True
60,core,l0,2026-09-13,True,11149,3.6426892617870656,persistence,4.497398820420349,True
60,core,l0,2026-09-14,False,8662,3.4128248131808996,persistence,5.076978648826691,True
60,core,l0,2026-09-15,False,6065,5.909790669268013,persistence,7.717792965715466,True
60,core,l0,2026-09-16,False,10694,5.263971616672477,persistence,6.982653263146716,True
60,core,l0,2026-09-17,False,5895,3.6732958204089745,persistence,5.359866147081434,True
60,all,l0,2026-09-14,False,6142,4.255311278631469,persistence,6.748815839765173,True
60,all,l0,2026-09-15,False,5990,5.883348734370397,persistence,7.678202808080232,True
60,all,l0,2026-09-16,False,10504,5.280107437898253,persistence,7.01009418133257,True
60,all,l0,2026-09-17,False,5895,3.6732958204089745,persistence,5.359866147081434,True
120,core,l0,2026-09-11,False,7383,4.637446528709878,lag_24h,6.976168497575905,True
120,core,l0,2026-09-12,True,2456,6.501762980831876,persistence,8.842156513178564,True
120,core,l0,2026-09-13,True,10597,4.7198708386747334,persistence,7.369185362903116,True
120,core,l0,2026-09-14,False,8074,4.558307968341145,persistence,8.277373741907724,True
120,core,l0,2026-09-15,False,5273,6.615404463505284,lag_24h,9.564950892298185,True
120,core,l0,2026-09-16,False,9558,6.981117939011905,lag_24h,9.404360483651406,True
120,core,l0,2026-09-17,False,3821,4.181557982458739,lag_24h,6.900704818727457,True
120,all,l0,2026-09-14,False,5554,5.598082524205535,lag_7d,7.437646714061617,True
120,all,l0,2026-09-15,False,5198,6.594601737200988,seasonal_naive,9.307273990024347,True
120,all,l0,2026-09-16,False,9454,6.9559652115198185,seasonal_naive,8.74000338445425,True
120,all,l0,2026-09-17,False,3821,4.181557982458739,seasonal_naive,6.867917284544343,True
180,core,l0,2026-09-11,False,6042,5.235687978709777,lag_24h,6.301991262407269,True
180,core,l0,2026-09-12,True,841,7.022658231519888,persistence,12.2822482204403,True
180,core,l0,2026-09-13,True,9631,5.505756486544202,persistence,9.577079126911762,True
180,core,l0,2026-09-14,False,7486,5.223842056684709,persistence,11.185996074084388,True
180,core,l0,2026-09-15,False,4613,7.386606938270804,lag_24h,9.494727134348084,True
180,core,l0,2026-09-16,False,8766,7.618570957823264,lag_24h,9.487120133437122,True
180,core,l0,2026-09-17,False,2024,3.951035615660786,lag_24h,5.645355091227158,True
180,all,l0,2026-09-14,False,4966,6.301314655299288,lag_7d,7.416669244050946,True
180,all,l0,2026-09-15,False,4538,7.373309047377892,seasonal_naive,9.34811665870177,True
180,all,l0,2026-09-16,False,8662,7.631844815057997,seasonal_naive,8.767048166573499,True
180,all,l0,2026-09-17,False,2024,3.951035615660786,lag_24h,5.645355091227158,True
240,core,l0,2026-09-11,False,4858,5.024904473577519,lag_24h,5.400615852382147,True
240,core,l0,2026-09-12,True,172,8.493828078400982,persistence,17.095438683184465,True
240,core,l0,2026-09-13,True,8703,6.106517953892295,lag_24h,9.703502667916812,True
240,core,l0,2026-09-14,False,7201,5.467292040849507,persistence,14.332465563943355,True
240,core,l0,2026-09-15,False,3887,6.605796125661954,lag_24h,9.624065576563822,True
240,core,l0,2026-09-16,False,8017,7.480707113070607,lag_24h,9.56801427651723,True
240,core,l0,2026-09-17,False,1892,4.88844424233309,lag_24h,5.554811215797134,True
240,all,l0,2026-09-14,False,4681,6.140520809213354,lag_7d,7.355447297657679,True
240,all,l0,2026-09-15,False,3812,6.630097944884364,seasonal_naive,9.329697006069072,True
240,all,l0,2026-09-16,False,7913,7.4971058251172265,seasonal_naive,8.718825345286081,True
240,all,l0,2026-09-17,False,1892,4.88844424233309,lag_24h,5.554811215797134,True
360,core,l0,2026-09-11,False,3698,5.127169471882116,lag_24h,4.617069525598374,False
360,core,l0,2026-09-13,True,6633,6.793387991262298,lag_24h,10.133471008530842,True
360,core,l0,2026-09-14,False,7201,6.5520502154787215,lag_24h,14.940974646875356,True
360,core,l0,2026-09-15,False,2317,6.8502902967982795,lag_24h,9.71391905528122,True
360,core,l0,2026-09-16,False,6433,7.668151343474299,lag_24h,9.821109745079118,True
360,core,l0,2026-09-17,False,1892,6.195279592722798,lag_24h,5.554811215797134,False
360,all,l0,2026-09-14,False,4681,7.195285916220968,lag_7d,7.355447297657679,True
360,all,l0,2026-09-15,False,2308,6.851949898395628,seasonal_naive,8.813176294448603,True
360,all,l0,2026-09-16,False,6329,7.703304598435615,seasonal_naive,8.8176556786116,True
360,all,l0,2026-09-17,False,1892,6.195279592722798,lag_24h,5.554811215797134,False
720,core,l0,2026-09-11,False,2795,5.683729394300101,lag_24h,3.647919330536123,False
720,core,l0,2026-09-13,True,1391,7.020636819311979,lag_24h,12.217394816802292,True
720,core,l0,2026-09-14,False,7201,7.469084630945712,lag_24h,14.940974646875356,True
720,core,l0,2026-09-16,False,2494,7.91543935774298,lag_24h,8.588742424063545,True
720,core,l0,2026-09-17,False,1892,5.84711424399357,lag_24h,5.554811215797134,False
720,all,l0,2026-09-14,False,4681,8.190516581059573,lag_7d,7.355447297657679,False
720,all,l0,2026-09-16,False,2408,8.005026719540984,seasonal_naive,7.985145623967227,False
720,all,l0,2026-09-17,False,1892,5.84711424399357,lag_24h,5.554811215797134,False
1440,core,l0,2026-09-14,False,2569,9.781576001935502,persistence,22.2564592359505,True
1440,all,l0,2026-09-14,False,2569,9.781576001935502,lag_7d,7.774278413251751,False
15,core,h0,2026-09-11,False,10066,1.871324483539794,persistence,2.0015585843074692,True
15,core,h0,2026-09-12,True,8140,1.8681517323469545,persistence,1.956379550617088,True
15,core,h0,2026-09-13,True,11563,1.5809402969926707,persistence,1.6536721142515305,True
15,core,h0,2026-09-14,False,9103,1.74484082051152,persistence,1.8620213288512693,True
15,core,h0,2026-09-15,False,7489,3.2706007374782042,persistence,3.3196922151747468,True
15,core,h0,2026-09-16,False,11704,2.87487777328947,persistence,2.9232151385049896,True
15,core,h0,2026-09-17,False,8295,2.1936296477654182,persistence,2.3338720280888885,True
15,all,h0,2026-09-14,False,6583,2.263550771173286,persistence,2.4319914850321616,True
15,all,h0,2026-09-15,False,7405,3.2569054822220838,persistence,3.306254684201381,True
15,all,h0,2026-09-16,False,11514,2.901177565365962,persistence,2.9482533679194964,True
15,all,h0,2026-09-17,False,8292,2.194423290908604,persistence,2.334716410154044,True
30,core,h0,2026-09-11,False,9455,2.5904252562816605,persistence,3.019686932713406,True
30,core,h0,2026-09-12,True,7170,2.8461036801996977,persistence,3.193689642543687,True
30,core,h0,2026-09-13,True,11425,2.4456198956109283,persistence,2.708601387197445,True
30,core,h0,2026-09-14,False,8956,2.547418000383281,persistence,3.0718346289630656,True
30,core,h0,2026-09-15,False,6862,4.67528839427359,persistence,4.93950674606517,True
30,core,h0,2026-09-16,False,11377,4.161445659309183,persistence,4.49068391987028,True
30,core,h0,2026-09-17,False,7460,3.034897759973059,persistence,3.5293334504216043,True
30,all,h0,2026-09-14,False,6436,3.2894430412164,persistence,4.032782205262126,True
30,all,h0,2026-09-15,False,6781,4.651751036304195,persistence,4.91609756255603,True
30,all,h0,2026-09-16,False,11187,4.180989793350356,persistence,4.50995331198399,True
30,all,h0,2026-09-17,False,7460,3.034897759973059,persistence,3.5293334504216043,True
60,core,h0,2026-09-11,False,8760,3.4764795227796585,persistence,4.6566208206608835,True
60,core,h0,2026-09-12,True,5326,4.373351327092134,persistence,5.327612595639355,True
60,core,h0,2026-09-13,True,11149,3.8800869116304835,persistence,4.497398820420349,True
60,core,h0,2026-09-14,False,8662,3.607289386386127,persistence,5.076978648826691,True
60,core,h0,2026-09-15,False,6065,6.596738607118722,persistence,7.717792965715466,True
60,core,h0,2026-09-16,False,10694,5.5414235970201196,persistence,6.982653263146716,True
60,core,h0,2026-09-17,False,5895,3.8991263212554,persistence,5.359866147081434,True
60,all,h0,2026-09-14,False,6142,4.66289415986672,persistence,6.748815839765173,True
60,all,h0,2026-09-15,False,5990,6.557323905571697,persistence,7.678202808080232,True
60,all,h0,2026-09-16,False,10504,5.569148318193247,persistence,7.01009418133257,True
60,all,h0,2026-09-17,False,5895,3.8991263212554,persistence,5.359866147081434,True
120,core,h0,2026-09-11,False,7383,4.6184996589103235,lag_24h,6.976168497575905,True
120,core,h0,2026-09-12,True,2456,6.715511615235575,persistence,8.842156513178564,True
120,core,h0,2026-09-13,True,10597,6.39481638006644,persistence,7.369185362903116,True
120,core,h0,2026-09-14,False,8074,4.72966145283783,persistence,8.277373741907724,True
120,core,h0,2026-09-15,False,5273,7.623189298320352,lag_24h,9.564950892298185,True
120,core,h0,2026-09-16,False,9558,7.424634914341983,lag_24h,9.404360483651406,True
120,core,h0,2026-09-17,False,3821,4.858721706478105,lag_24h,6.900704818727457,True
120,all,h0,2026-09-14,False,5554,6.121787598546154,lag_7d,7.437646714061617,True
120,all,h0,2026-09-15,False,5198,7.587391338114403,seasonal_naive,9.307273990024347,True
120,all,h0,2026-09-16,False,9454,7.398385473826681,seasonal_naive,8.74000338445425,True
120,all,h0,2026-09-17,False,3821,4.858721706478105,seasonal_naive,6.867917284544343,True
180,core,h0,2026-09-11,False,6042,4.7072021696308255,lag_24h,6.301991262407269,True
180,core,h0,2026-09-12,True,841,7.5457600795389626,persistence,12.2822482204403,True
180,core,h0,2026-09-13,True,9631,9.572479600429853,persistence,9.577079126911762,True
180,core,h0,2026-09-14,False,7486,5.442239626034571,persistence,11.185996074084388,True
180,core,h0,2026-09-15,False,4613,8.598761642115985,lag_24h,9.494727134348084,True
180,core,h0,2026-09-16,False,8766,7.993638440682267,lag_24h,9.487120133437122,True
180,core,h0,2026-09-17,False,2024,5.397404244398254,lag_24h,5.645355091227158,True
180,all,h0,2026-09-14,False,4966,6.829863690671419,lag_7d,7.416669244050946,True
180,all,h0,2026-09-15,False,4538,8.552339992173314,seasonal_naive,9.34811665870177,True
180,all,h0,2026-09-16,False,8662,7.980749409800692,seasonal_naive,8.767048166573499,True
180,all,h0,2026-09-17,False,2024,5.397404244398254,lag_24h,5.645355091227158,True
240,core,h0,2026-09-11,False,4858,4.7592224811188375,lag_24h,5.400615852382147,True
240,core,h0,2026-09-12,True,172,9.976961108079822,persistence,17.095438683184465,True
240,core,h0,2026-09-13,True,8703,12.549548650073211,lag_24h,9.703502667916812,False
240,core,h0,2026-09-14,False,7201,6.34198180766142,persistence,14.332465563943355,True
240,core,h0,2026-09-15,False,3887,8.407917521698748,lag_24h,9.624065576563822,True
240,core,h0,2026-09-16,False,8017,8.521068157075202,lag_24h,9.56801427651723,True
240,core,h0,2026-09-17,False,1892,6.669227293290554,lag_24h,5.554811215797134,False
240,all,h0,2026-09-14,False,4681,7.545051928371012,lag_7d,7.355447297657679,False
240,all,h0,2026-09-15,False,3812,8.370646249290594,seasonal_naive,9.329697006069072,True
240,all,h0,2026-09-16,False,7913,8.511210494054747,seasonal_naive,8.718825345286081,True
240,all,h0,2026-09-17,False,1892,6.669227293290554,lag_24h,5.554811215797134,False
360,core,h0,2026-09-11,False,3698,5.324934400506944,lag_24h,4.617069525598374,False
360,core,h0,2026-09-13,True,6633,6.940253766967898,lag_24h,10.133471008530842,True
360,core,h0,2026-09-14,False,7201,7.644685764369374,lag_24h,14.940974646875356,True
360,core,h0,2026-09-15,False,2317,9.248543655472545,lag_24h,9.71391905528122,True
360,core,h0,2026-09-16,False,6433,9.17205128761682,lag_24h,9.821109745079118,True
360,core,h0,2026-09-17,False,1892,7.771251462149587,lag_24h,5.554811215797134,False
360,all,h0,2026-09-14,False,4681,8.91550488802634,lag_7d,7.355447297657679,False
360,all,h0,2026-09-15,False,2308,9.17448780048388,seasonal_naive,8.813176294448603,False
360,all,h0,2026-09-16,False,6329,9.188703122339268,seasonal_naive,8.8176556786116,False
360,all,h0,2026-09-17,False,1892,7.771251462149587,lag_24h,5.554811215797134,False
720,core,h0,2026-09-11,False,2795,4.379129362785994,lag_24h,3.647919330536123,False
720,core,h0,2026-09-13,True,1391,7.949257740168649,lag_24h,12.217394816802292,True
720,core,h0,2026-09-14,False,7201,9.758403618325232,lag_24h,14.940974646875356,True
720,core,h0,2026-09-16,False,2494,8.483147196415517,lag_24h,8.588742424063545,True
720,core,h0,2026-09-17,False,1892,8.352489514651575,lag_24h,5.554811215797134,False
720,all,h0,2026-09-14,False,4681,12.847946978741584,lag_7d,7.355447297657679,False
720,all,h0,2026-09-16,False,2408,8.559427776474454,seasonal_naive,7.985145623967227,False
720,all,h0,2026-09-17,False,1892,8.352489514651575,lag_24h,5.554811215797134,False
1440,core,h0,2026-09-14,False,2569,10.782362719103816,persistence,22.2564592359505,True
1440,all,h0,2026-09-14,False,2569,10.782362719103816,lag_7d,7.774278413251751,False
